date,country,population,confirmed,deaths,deaths.day,confirmed.day
2020-04-21,United Kingdom,66834405,136035,20314,1224,4775
2020-04-22,United Kingdom,66834405,141540,21171,857,5505
2020-04-23,United Kingdom,66834405,146708,21855,684,5168
2020-04-24,United Kingdom,66834405,151689,22873,1018,4981
2020-04-25,United Kingdom,66834405,155453,23689,816,3764
2020-04-26,United Kingdom,66834405,158926,24053,364,3473
2020-04-27,United Kingdom,66834405,163630,24376,323,4704
2020-04-28,United Kingdom,66834405,168357,25347,971,4727
2020-04-29,United Kingdom,66834405,173807,26118,771,5450
2020-04-30,United Kingdom,66834405,178771,26754,636,4964
2020-05-01,United Kingdom,66834405,183501,27454,700,4730
2020-05-02,United Kingdom,66834405,186731,28039,585,3230
2020-05-03,United Kingdom,66834405,189708,28292,253,2977
2020-05-04,United Kingdom,66834405,193091,28565,273,3383
2020-05-05,United Kingdom,66834405,196780,29290,725,3689
2020-05-06,United Kingdom,66834405,200616,29937,647,3836
2020-05-07,United Kingdom,66834405,204387,30395,458,3771
2020-05-08,United Kingdom,66834405,207439,30975,580,3052
2020-05-09,United Kingdom,66834405,209589,31250,275,2150
2020-05-10,United Kingdom,66834405,211911,31467,217,2322
2020-05-11,United Kingdom,66834405,215500,31655,188,3589
2020-05-12,United Kingdom,66834405,218895,32270,615,3395
2020-05-13,United Kingdom,66834405,222195,32718,448,3300
2020-05-14,United Kingdom,66834405,224813,33071,353,2618
2020-05-15,United Kingdom,66834405,227334,33422,351,2521
2020-05-16,United Kingdom,66834405,229406,33833,411,2072
2020-05-17,United Kingdom,66834405,231232,33900,67,1826
2020-05-18,United Kingdom,66834405,233809,34046,146,2577
2020-05-19,United Kingdom,66834405,236867,34547,501,3058
2020-05-20,United Kingdom,66834405,239579,34876,329,2712
2020-05-21,United Kingdom,66834405,242133,35149,273,2554
2020-05-22,United Kingdom,66834405,244174,35440,291,2041
2020-05-23,United Kingdom,66834405,245682,35660,220,1508
2020-05-24,United Kingdom,66834405,247037,36039,379,1355
2020-05-25,United Kingdom,66834405,248650,36143,104,1613
2020-05-26,United Kingdom,66834405,250309,36274,131,1659
2020-05-27,United Kingdom,66834405,252118,36696,422,1809
2020-05-28,United Kingdom,66834405,253854,37039,343,1736
2020-05-29,United Kingdom,66834405,255362,37313,274,1508
2020-05-30,United Kingdom,66834405,256469,37467,154,1107
2020-05-31,United Kingdom,66834405,257539,37527,60,1070
2020-06-01,United Kingdom,66834405,258983,37613,86,1444
2020-06-02,United Kingdom,66834405,260453,37863,250,1470
2020-06-03,United Kingdom,66834405,261802,38117,254,1349
2020-06-04,United Kingdom,66834405,263040,38247,130,1238
2020-06-05,United Kingdom,66834405,264150,38505,258,1110
2020-06-06,United Kingdom,66834405,264944,38648,143,794
2020-06-07,United Kingdom,66834405,265662,38702,54,718
2020-06-08,United Kingdom,66834405,266756,38749,47,1094
2020-06-09,United Kingdom,66834405,267915,38946,197,1159
2020-06-10,United Kingdom,66834405,269101,39110,164,1186
2020-06-11,United Kingdom,66834405,270108,39186,76,1007
2020-06-12,United Kingdom,66834405,271162,39317,131,1054
2020-06-13,United Kingdom,66834405,272050,39424,107,888
2020-06-14,United Kingdom,66834405,272857,39451,27,807
2020-06-15,United Kingdom,66834405,273888,39480,29,1031
2020-06-16,United Kingdom,66834405,274971,39600,120,1083
2020-06-17,United Kingdom,66834405,275970,39710,110,999
2020-06-18,United Kingdom,66834405,276990,39777,67,1020
2020-06-19,United Kingdom,66834405,277974,39861,84,984
2020-06-20,United Kingdom,66834405,278640,39932,71,666
2020-06-21,United Kingdom,66834405,279264,39963,31,624
2020-06-22,United Kingdom,66834405,280156,39976,13,892
2020-06-23,United Kingdom,66834405,281038,40070,94,882
2020-06-24,United Kingdom,66834405,281815,40157,87,777
2020-06-25,United Kingdom,66834405,282512,40256,99,697
2020-06-26,United Kingdom,66834405,283151,40333,77,639
2020-06-27,United Kingdom,66834405,283785,40373,40,634
2020-06-28,United Kingdom,66834405,284192,40404,31,407
2020-06-29,United Kingdom,66834405,284812,40425,21,620
2020-06-30,United Kingdom,66834405,285216,40479,54,404
2020-07-01,United Kingdom,66834405,285279,40576,97,63
2020-07-02,United Kingdom,66834405,285285,40617,41,6
2020-07-03,United Kingdom,66834405,285787,40666,49,502
2020-07-04,United Kingdom,66834405,286412,40698,32,625
2020-07-05,United Kingdom,66834405,286931,40717,19,519
2020-07-06,United Kingdom,66834405,287290,40728,11,359
2020-07-07,United Kingdom,66834405,287874,40782,54,584
2020-07-08,United Kingdom,66834405,288511,40839,57,637
2020-07-09,United Kingdom,66834405,289154,40870,31,643
2020-07-10,United Kingdom,66834405,289678,40904,34,524
2020-07-11,United Kingdom,66834405,290504,40921,17,826
2020-07-12,United Kingdom,66834405,291154,40930,9,650
2020-07-13,United Kingdom,66834405,291691,40940,10,537
2020-07-14,United Kingdom,66834405,292931,40984,44,1240
2020-07-15,United Kingdom,66834405,293469,41010,26,538
2020-07-16,United Kingdom,66834405,294116,41034,24,647
2020-07-17,United Kingdom,66834405,294803,41060,26,687
2020-07-18,United Kingdom,66834405,295632,41069,9,829
2020-07-19,United Kingdom,66834405,296358,41080,11,726
2020-07-20,United Kingdom,66834405,296944,41090,10,586
2020-07-21,United Kingdom,66834405,297389,41115,25,445
2020-07-22,United Kingdom,66834405,297952,41132,17,563
2020-07-23,United Kingdom,66834405,298731,41141,9,779
2020-07-24,United Kingdom,66834405,299500,41173,32,769
2020-07-25,United Kingdom,66834405,300270,41188,15,770
2020-07-26,United Kingdom,66834405,301020,41196,8,750
2020-07-27,United Kingdom,66834405,301708,41199,3,688
2020-07-28,United Kingdom,66834405,302261,41220,21,553
2020-07-29,United Kingdom,66834405,303063,41254,34,802
2020-07-30,United Kingdom,66834405,303910,41254,0,847
2020-07-31,United Kingdom,66834405,304793,41274,20,883
2020-08-01,United Kingdom,66834405,305562,41287,13,769
2020-08-02,United Kingdom,66834405,306309,41292,5,747
2020-08-03,United Kingdom,66834405,307251,41293,1,942
2020-08-04,United Kingdom,66834405,307926,41311,18,675
2020-08-05,United Kingdom,66834405,308832,41325,14,906
2020-08-06,United Kingdom,66834405,309796,41343,18,964
2020-08-07,United Kingdom,66834405,310696,41355,12,900
2020-08-08,United Kingdom,66834405,311461,41358,3,765
2020-08-09,United Kingdom,66834405,312574,41363,5,1113
2020-08-10,United Kingdom,66834405,313392,41381,18,818
2020-08-11,United Kingdom,66834405,314542,41394,13,1150
2020-08-12,United Kingdom,66834405,315581,41414,20,1039
2020-08-13,United Kingdom,66834405,316729,41432,18,1148
2020-08-14,United Kingdom,66834405,318190,41443,11,1461
2020-08-15,United Kingdom,66834405,319232,41446,3,1042
2020-08-16,United Kingdom,66834405,320343,41451,5,1111
2020-08-17,United Kingdom,66834405,321064,41454,3,721
2020-08-18,United Kingdom,66834405,322177,41466,12,1113
2020-08-19,United Kingdom,66834405,323008,41483,17,831
2020-08-20,United Kingdom,66834405,324203,41489,6,1195
2020-08-21,United Kingdom,66834405,325263,41491,2,1060
2020-08-22,United Kingdom,66834405,326595,41509,18,1332
2020-08-23,United Kingdom,66834405,327643,41515,6,1048
2020-08-24,United Kingdom,66834405,328620,41519,4,977
2020-08-25,United Kingdom,66834405,329821,41535,16,1201
2020-08-26,United Kingdom,66834405,330967,41552,17,1146
2020-08-27,United Kingdom,66834405,332509,41564,12,1542
2020-08-28,United Kingdom,66834405,333806,41573,9,1297
2020-08-29,United Kingdom,66834405,334916,41585,12,1110
2020-08-30,United Kingdom,66834405,336668,41586,1,1752
2020-08-31,United Kingdom,66834405,338083,41589,3,1415
2020-09-01,United Kingdom,66834405,339415,41592,3,1332
2020-09-02,United Kingdom,66834405,340929,41602,10,1514
2020-09-03,United Kingdom,66834405,342708,41616,14,1779
2020-09-04,United Kingdom,66834405,344686,41626,10,1978
2020-09-05,United Kingdom,66834405,346513,41638,12,1827
2020-09-06,United Kingdom,66834405,349500,41640,2,2987
2020-09-07,United Kingdom,66834405,352451,41643,3,2951
2020-09-08,United Kingdom,66834405,354932,41675,32,2481
2020-09-09,United Kingdom,66834405,357613,41683,8,2681
2020-09-10,United Kingdom,66834405,360544,41697,14,2931
2020-09-11,United Kingdom,66834405,364088,41703,6,3544
2020-09-12,United Kingdom,66834405,367592,41712,9,3504
2020-09-13,United Kingdom,66834405,370930,41717,5,3338
2020-09-14,United Kingdom,66834405,373555,41726,9,2625
2020-09-15,United Kingdom,66834405,376670,41753,27,3115
2020-09-16,United Kingdom,66834405,380677,41773,20,4007
2020-09-17,United Kingdom,66834405,384087,41794,21,3410
2020-09-18,United Kingdom,66834405,388416,41821,27,4329
2020-09-19,United Kingdom,66834405,392845,41848,27,4429
2020-09-20,United Kingdom,66834405,396744,41866,18,3899
2020-09-21,United Kingdom,66834405,401122,41877,11,4378
2020-09-22,United Kingdom,66834405,406058,41914,37,4936
2020-09-23,United Kingdom,66834405,412245,41951,37,6187
2020-09-24,United Kingdom,66834405,418889,41991,40,6644
2020-09-25,United Kingdom,66834405,425767,42025,34,6878
2020-09-26,United Kingdom,66834405,431817,42060,35,6050
2020-09-27,United Kingdom,66834405,437517,42077,17,5700
2020-09-28,United Kingdom,66834405,441573,42090,13,4056
2020-09-29,United Kingdom,66834405,448729,42162,72,7156
2020-09-30,United Kingdom,66834405,455846,42233,71,7117
2020-10-01,United Kingdom,66834405,462775,42292,59,6929
2020-10-02,United Kingdom,66834405,469769,42358,66,6994
2020-10-03,United Kingdom,66834405,482654,42407,49,12885
2020-10-04,United Kingdom,66834405,505619,42440,33,22965
2020-10-05,United Kingdom,66834405,518222,42459,19,12603
2020-10-06,United Kingdom,66834405,532779,42535,76,14557
2020-10-07,United Kingdom,66834405,546952,42605,70,14173
2020-10-08,United Kingdom,66834405,564502,42682,77,17550
2020-10-09,United Kingdom,66834405,578390,42769,87,13888
2020-10-10,United Kingdom,66834405,593565,42850,81,15175
2020-10-11,United Kingdom,66834405,606447,42915,65,12882
2020-10-12,United Kingdom,66834405,620458,42965,50,14011
2020-10-13,United Kingdom,66834405,637708,43108,143,17250
2020-10-14,United Kingdom,66834405,657459,43245,137,19751
2020-10-15,United Kingdom,66834405,676455,43383,138,18996
2020-10-16,United Kingdom,66834405,692112,43519,136,15657
2020-10-17,United Kingdom,66834405,708298,43669,150,16186
2020-10-18,United Kingdom,66834405,725292,43736,67,16994
2020-10-19,United Kingdom,66834405,744122,43816,80,18830
2020-10-20,United Kingdom,66834405,765487,44057,241,21365
2020-10-21,United Kingdom,66834405,792194,44248,191,26707
2020-10-22,United Kingdom,66834405,813451,44437,189,21257
2020-10-23,United Kingdom,66834405,834010,44661,224,20559
2020-10-24,United Kingdom,66834405,857043,44835,174,23033
2020-10-25,United Kingdom,66834405,876840,44986,151,19797
2020-10-26,United Kingdom,66834405,897740,45088,102,20900
2020-10-27,United Kingdom,66834405,920664,45455,367,22924
2020-10-28,United Kingdom,66834405,945378,45765,310,24714
2020-10-29,United Kingdom,66834405,968456,46045,280,23078
2020-10-30,United Kingdom,66834405,992874,46319,274,24418
2020-10-31,United Kingdom,66834405,1014793,46645,326,21919
2020-11-01,United Kingdom,66834405,1038054,46807,162,23261
2020-11-02,United Kingdom,66834405,1057021,46943,136,18967
2020-11-03,United Kingdom,66834405,1077099,47340,397,20078
2020-11-04,United Kingdom,66834405,1102305,47832,492,25206
2020-11-05,United Kingdom,66834405,1126469,48210,378,24164
2020-11-06,United Kingdom,66834405,1149791,48565,355,23322
2020-11-07,United Kingdom,66834405,1174770,48978,413,24979
2020-11-08,United Kingdom,66834405,1195350,49134,156,20580
2020-11-09,United Kingdom,66834405,1216747,49329,195,21397
2020-11-10,United Kingdom,66834405,1237198,49861,532,20451
2020-11-11,United Kingdom,66834405,1260198,50457,596,23000
2020-11-12,United Kingdom,66834405,1293715,51020,563,33517
2020-11-13,United Kingdom,66834405,1321031,51396,376,27316
2020-11-14,United Kingdom,66834405,1347907,51858,462,26876
2020-11-15,United Kingdom,66834405,1372884,52026,168,24977
2020-11-16,United Kingdom,66834405,1394299,52240,214,21415
2020-11-17,United Kingdom,66834405,1414359,52839,599,20060
2020-11-18,United Kingdom,66834405,1434004,53368,529,19645
2020-11-19,United Kingdom,66834405,1456940,53870,502,22936
2020-11-20,United Kingdom,66834405,1477214,54381,511,20274
2020-11-21,United Kingdom,66834405,1497135,54721,340,19921
2020-03-01,Italy,60297396,1694,34,5,566
2020-03-02,Italy,60297396,2036,52,18,342
2020-03-03,Italy,60297396,2502,79,27,466
2020-03-04,Italy,60297396,3089,107,28,587
2020-03-05,Italy,60297396,3858,148,41,769
2020-03-06,Italy,60297396,4636,197,49,778
2020-03-07,Italy,60297396,5883,233,36,1247
2020-03-08,Italy,60297396,7375,366,133,1492
2020-03-09,Italy,60297396,9172,463,97,1797
2020-03-10,Italy,60297396,10149,631,168,977
2020-03-11,Italy,60297396,12462,827,196,2313
2020-03-12,Italy,60297396,15113,1016,189,2651
2020-03-13,Italy,60297396,17660,1266,250,2547
2020-03-14,Italy,60297396,21157,1441,175,3497
2020-03-15,Italy,60297396,24747,1809,368,3590
2020-03-16,Italy,60297396,27980,2158,349,3233
2020-03-17,Italy,60297396,31506,2503,345,3526
2020-03-18,Italy,60297396,35713,2978,475,4207
2020-03-19,Italy,60297396,41035,3405,427,5322
2020-03-20,Italy,60297396,47021,4032,627,5986
2020-03-21,Italy,60297396,53578,4825,793,6557
2020-03-22,Italy,60297396,59138,5476,651,5560
2020-03-23,Italy,60297396,63927,6077,601,4789
2020-03-24,Italy,60297396,69176,6820,743,5249
2020-03-25,Italy,60297396,74386,7503,683,5210
2020-03-26,Italy,60297396,80589,8215,712,6203
2020-03-27,Italy,60297396,86498,9134,919,5909
2020-03-28,Italy,60297396,92472,10023,889,5974
2020-03-29,Italy,60297396,97689,10779,756,5217
2020-03-30,Italy,60297396,101739,11591,812,4050
2020-03-31,Italy,60297396,105792,12428,837,4053
2020-04-01,Italy,60297396,110574,13155,727,4782
2020-04-02,Italy,60297396,115242,13915,760,4668
2020-04-03,Italy,60297396,119827,14681,766,4585
2020-04-04,Italy,60297396,124632,15362,681,4805
2020-04-05,Italy,60297396,128948,15887,525,4316
2020-04-06,Italy,60297396,132547,16523,636,3599
2020-04-07,Italy,60297396,135586,17127,604,3039
2020-04-08,Italy,60297396,139422,17669,542,3836
2020-04-09,Italy,60297396,143626,18279,610,4204
2020-04-10,Italy,60297396,147577,18849,570,3951
2020-04-11,Italy,60297396,152271,19468,619,4694
2020-04-12,Italy,60297396,156363,19899,431,4092
2020-04-13,Italy,60297396,159516,20465,566,3153
2020-04-14,Italy,60297396,162488,21067,602,2972
2020-04-15,Italy,60297396,165155,21645,578,2667
2020-04-16,Italy,60297396,168941,22170,525,3786
2020-04-17,Italy,60297396,172434,22745,575,3493
2020-04-18,Italy,60297396,175925,23227,482,3491
2020-04-19,Italy,60297396,178972,23660,433,3047
2020-04-20,Italy,60297396,181228,24114,454,2256
2020-04-21,Italy,60297396,183957,24648,534,2729
2020-04-22,Italy,60297396,187327,25085,437,3370
2020-04-23,Italy,60297396,189973,25549,464,2646
2020-04-24,Italy,60297396,192994,25969,420,3021
2020-04-25,Italy,60297396,195351,26384,415,2357
2020-04-26,Italy,60297396,197675,26644,260,2324
2020-04-27,Italy,60297396,199414,26977,333,1739
2020-04-28,Italy,60297396,201505,27359,382,2091
2020-04-29,Italy,60297396,203591,27682,323,2086
2020-04-30,Italy,60297396,205463,27967,285,1872
2020-05-01,Italy,60297396,207428,28236,269,1965
2020-05-02,Italy,60297396,209328,28710,474,1900
2020-05-03,Italy,60297396,210717,28884,174,1389
2020-05-04,Italy,60297396,211938,29079,195,1221
2020-05-05,Italy,60297396,213013,29315,236,1075
2020-05-06,Italy,60297396,214457,29684,369,1444
2020-05-07,Italy,60297396,215858,29958,274,1401
2020-05-08,Italy,60297396,217185,30201,243,1327
2020-05-09,Italy,60297396,218268,30395,194,1083
2020-05-10,Italy,60297396,219070,30560,165,802
2020-05-11,Italy,60297396,219814,30739,179,744
2020-05-12,Italy,60297396,221216,30911,172,1402
2020-05-13,Italy,60297396,222104,31106,195,888
2020-05-14,Italy,60297396,223096,31368,262,992
2020-05-15,Italy,60297396,223885,31610,242,789
2020-05-16,Italy,60297396,224760,31763,153,875
2020-05-17,Italy,60297396,225435,31908,145,675
2020-05-18,Italy,60297396,225886,32007,99,451
2020-05-19,Italy,60297396,226699,32169,162,813
2020-05-20,Italy,60297396,227364,32330,161,665
2020-05-21,Italy,60297396,228006,32486,156,642
2020-05-22,Italy,60297396,228658,32616,130,652
2020-05-23,Italy,60297396,229327,32735,119,669
2020-05-24,Italy,60297396,229858,32785,50,531
2020-05-25,Italy,60297396,230158,32877,92,300
2020-05-26,Italy,60297396,230555,32955,78,397
2020-05-27,Italy,60297396,231139,33072,117,584
2020-05-28,Italy,60297396,231732,33142,70,593
2020-05-29,Italy,60297396,232248,33229,87,516
2020-05-30,Italy,60297396,232664,33340,111,416
2020-05-31,Italy,60297396,232997,33415,75,333
2020-06-01,Italy,60297396,233197,33475,60,200
2020-06-02,Italy,60297396,233515,33530,55,318
2020-06-03,Italy,60297396,233836,33601,71,321
2020-06-04,Italy,60297396,234013,33689,88,177
2020-06-05,Italy,60297396,234531,33774,85,518
2020-06-06,Italy,60297396,234801,33846,72,270
2020-06-07,Italy,60297396,234998,33899,53,197
2020-06-08,Italy,60297396,235278,33964,65,280
2020-06-09,Italy,60297396,235561,34043,79,283
2020-06-10,Italy,60297396,235763,34114,71,202
2020-06-11,Italy,60297396,236142,34167,53,379
2020-06-12,Italy,60297396,236305,34223,56,163
2020-06-13,Italy,60297396,236651,34301,78,346
2020-06-14,Italy,60297396,236989,34345,44,338
2020-06-15,Italy,60297396,237290,34371,26,301
2020-06-16,Italy,60297396,237500,34405,34,210
2020-06-17,Italy,60297396,237828,34448,43,328
2020-06-18,Italy,60297396,238159,34514,66,331
2020-06-20,Italy,60297396,238275,34610,49,264
2020-06-21,Italy,60297396,238499,34634,24,224
2020-06-22,Italy,60297396,238720,34657,23,221
2020-06-23,Italy,60297396,238833,34675,18,113
2020-06-25,Italy,60297396,239706,34678,34,296
2020-06-26,Italy,60297396,239961,34708,30,255
2020-06-27,Italy,60297396,240136,34716,8,175
2020-06-28,Italy,60297396,240310,34738,22,174
2020-06-29,Italy,60297396,240436,34744,6,126
2020-06-30,Italy,60297396,240578,34767,23,142
2020-07-01,Italy,60297396,240760,34788,21,182
2020-07-02,Italy,60297396,240961,34818,30,201
2020-07-03,Italy,60297396,241184,34833,15,223
2020-07-04,Italy,60297396,241419,34854,21,235
2020-07-05,Italy,60297396,241611,34861,7,192
2020-07-06,Italy,60297396,241819,34869,8,208
2020-07-07,Italy,60297396,241956,34899,30,137
2020-07-08,Italy,60297396,242149,34914,15,193
2020-07-09,Italy,60297396,242363,34926,12,214
2020-07-10,Italy,60297396,242639,34938,12,276
2020-07-11,Italy,60297396,242827,34945,7,188
2020-07-12,Italy,60297396,243061,34954,9,234
2020-07-13,Italy,60297396,243230,34967,13,169
2020-07-14,Italy,60297396,243344,34984,17,114
2020-07-15,Italy,60297396,243506,34997,13,162
2020-07-16,Italy,60297396,243736,35017,20,230
2020-07-17,Italy,60297396,243967,35028,11,231
2020-07-18,Italy,60297396,244216,35042,14,249
2020-07-19,Italy,60297396,244434,35045,3,218
2020-07-20,Italy,60297396,244624,35058,13,190
2020-07-21,Italy,60297396,244752,35073,15,128
2020-07-22,Italy,60297396,245032,35082,9,280
2020-07-23,Italy,60297396,245338,35092,10,306
2020-07-24,Italy,60297396,245590,35097,5,252
2020-07-25,Italy,60297396,245864,35102,5,274
2020-07-26,Italy,60297396,246118,35107,5,254
2020-07-27,Italy,60297396,246286,35112,5,168
2020-07-28,Italy,60297396,246488,35123,11,202
2020-07-29,Italy,60297396,246776,35129,6,288
2020-07-30,Italy,60297396,247158,35132,3,382
2020-07-31,Italy,60297396,247537,35141,9,379
2020-08-01,Italy,60297396,247832,35146,5,295
2020-08-02,Italy,60297396,248070,35154,8,238
2020-08-03,Italy,60297396,248229,35166,12,159
2020-08-04,Italy,60297396,248419,35171,5,190
2020-08-05,Italy,60297396,248803,35181,10,384
2020-08-06,Italy,60297396,249204,35187,6,401
2020-08-07,Italy,60297396,249756,35190,3,552
2020-08-08,Italy,60297396,250103,35203,13,347
2020-08-09,Italy,60297396,250566,35205,2,463
2020-08-10,Italy,60297396,250825,35209,4,259
2020-08-11,Italy,60297396,251237,35215,6,412
2020-08-12,Italy,60297396,251713,35225,10,476
2020-08-13,Italy,60297396,252235,35231,6,522
2020-08-14,Italy,60297396,252809,35234,3,574
2020-08-15,Italy,60297396,253438,35392,158,629
2020-08-16,Italy,60297396,253915,35396,4,477
2020-08-17,Italy,60297396,254235,35400,4,320
2020-08-18,Italy,60297396,254636,35405,5,401
2020-08-19,Italy,60297396,255278,35412,7,642
2020-08-20,Italy,60297396,256118,35418,6,840
2020-08-21,Italy,60297396,257065,35427,9,947
2020-08-22,Italy,60297396,258136,35430,3,1071
2020-08-23,Italy,60297396,259345,35437,7,1209
2020-08-24,Italy,60297396,260298,35441,4,953
2020-08-25,Italy,60297396,261174,35445,4,876
2020-08-26,Italy,60297396,262540,35458,13,1366
2020-08-27,Italy,60297396,263949,35463,5,1409
2020-08-28,Italy,60297396,265409,35472,9,1460
2020-08-29,Italy,60297396,266853,35473,1,1444
2020-08-30,Italy,60297396,268218,35477,4,1365
2020-08-31,Italy,60297396,269214,35483,6,996
2020-09-01,Italy,60297396,270189,35491,8,975
2020-09-02,Italy,60297396,271515,35497,6,1326
2020-09-03,Italy,60297396,272912,35507,10,1397
2020-09-04,Italy,60297396,274644,35518,11,1732
2020-09-05,Italy,60297396,276338,35534,16,1694
2020-09-06,Italy,60297396,277634,35541,7,1296
2020-09-07,Italy,60297396,278784,35553,12,1150
2020-09-08,Italy,60297396,280153,35563,10,1369
2020-09-09,Italy,60297396,281583,35577,14,1430
2020-09-10,Italy,60297396,283180,35587,10,1597
2020-09-11,Italy,60297396,284796,35597,10,1616
2020-09-12,Italy,60297396,286297,35603,6,1501
2020-09-13,Italy,60297396,287753,35610,7,1456
2020-09-14,Italy,60297396,288761,35624,14,1008
2020-09-15,Italy,60297396,289990,35633,9,1229
2020-09-16,Italy,60297396,291442,35645,12,1452
2020-09-17,Italy,60297396,293025,35658,13,1583
2020-09-18,Italy,60297396,294932,35668,10,1907
2020-09-19,Italy,60297396,296569,35692,24,1637
2020-09-20,Italy,60297396,298156,35707,15,1587
2020-09-21,Italy,60297396,299506,35724,17,1350
2020-09-22,Italy,60297396,300897,35738,14,1391
2020-09-23,Italy,60297396,302537,35758,20,1640
2020-09-24,Italy,60297396,304323,35781,23,1786
2020-09-25,Italy,60297396,306235,35801,20,1912
2020-09-26,Italy,60297396,308104,35818,17,1869
2020-09-27,Italy,60297396,309870,35835,17,1766
2020-09-28,Italy,60297396,311364,35851,16,1494
2020-09-29,Italy,60297396,313011,35875,24,1647
2020-09-30,Italy,60297396,314861,35894,19,1850
2020-10-01,Italy,60297396,317409,35918,24,2548
2020-10-02,Italy,60297396,319908,35941,23,2499
2020-10-03,Italy,60297396,322751,35968,27,2843
2020-10-04,Italy,60297396,325329,35986,18,2578
2020-10-05,Italy,60297396,327586,36002,16,2257
2020-10-06,Italy,60297396,330263,36030,28,2677
2020-10-07,Italy,60297396,333940,36061,31,3677
2020-10-08,Italy,60297396,338398,36083,22,4458
2020-10-09,Italy,60297396,343770,36111,28,5372
2020-10-10,Italy,60297396,349494,36140,29,5724
2020-10-11,Italy,60297396,354950,36166,26,5456
2020-10-12,Italy,60297396,359569,36205,39,4619
2020-10-13,Italy,60297396,365467,36246,41,5898
2020-10-14,Italy,60297396,372799,36289,43,7332
2020-10-15,Italy,60297396,381602,36372,83,8803
2020-10-16,Italy,60297396,391611,36427,55,10009
2020-10-17,Italy,60297396,402536,36474,47,10925
2020-10-18,Italy,60297396,414241,36543,69,11705
2020-10-19,Italy,60297396,423578,36616,73,9337
2020-10-20,Italy,60297396,434449,36705,89,10871
2020-10-21,Italy,60297396,449648,36832,127,15199
2020-10-22,Italy,60297396,465726,36968,136,16078
2020-10-23,Italy,60297396,484869,37059,91,19143
2020-10-24,Italy,60297396,504509,37210,151,19640
2020-10-25,Italy,60297396,525782,37338,128,21273
2020-10-26,Italy,60297396,542789,37479,141,17007
2020-10-27,Italy,60297396,564778,37700,221,21989
2020-10-28,Italy,60297396,589766,37905,205,24988
2020-10-29,Italy,60297396,616595,38122,217,26829
2020-10-30,Italy,60297396,647674,38321,199,31079
2020-10-31,Italy,60297396,679430,38618,297,31756
2020-11-01,Italy,60297396,709335,38826,208,29905
2020-11-02,Italy,60297396,731588,39059,233,22253
2020-11-03,Italy,60297396,759829,39412,353,28241
2020-11-04,Italy,60297396,790377,39764,352,30548
2020-11-05,Italy,60297396,824879,40192,428,34502
2020-11-06,Italy,60297396,862681,40638,446,37802
2020-11-07,Italy,60297396,902490,41063,425,39809
2020-11-08,Italy,60297396,935104,41394,331,32614
2020-11-09,Italy,60297396,960373,41750,356,25269
2020-11-10,Italy,60297396,995463,42330,580,35090
2020-11-11,Italy,60297396,1028424,42953,623,32961
2020-11-12,Italy,60297396,1066401,43589,636,37977
2020-11-13,Italy,60297396,1107303,44139,550,40902
2020-11-14,Italy,60297396,1144552,44683,544,37249
2020-11-15,Italy,60297396,1178529,45229,546,33977
2020-11-16,Italy,60297396,1205881,45733,504,27352
2020-11-17,Italy,60297396,1238072,46464,731,32191
2020-11-18,Italy,60297396,1272352,47217,753,34280
2020-11-19,Italy,60297396,1308528,47870,653,36176
2020-11-20,Italy,60297396,1345767,48569,699,37239
2020-11-21,Italy,60297396,1380531,49261,692,34764
2020-03-01,United States,328239523,32,1,0,7
2020-03-02,United States,328239523,55,6,5,23
2020-03-03,United States,328239523,74,7,1,19
2020-03-04,United States,328239523,107,11,4,33
2020-03-05,United States,328239523,184,12,1,77
2020-03-06,United States,328239523,237,14,2,53
2020-03-07,United States,328239523,403,17,3,166
2020-03-08,United States,328239523,519,21,4,116
2020-03-09,United States,328239523,594,22,1,75
2020-03-10,United States,328239523,782,28,6,188
2020-03-11,United States,328239523,1147,33,5,365
2020-03-12,United States,328239523,1586,43,10,439
2020-03-13,United States,328239523,2219,51,8,633
2020-03-14,United States,328239523,2978,58,7,759
2020-03-15,United States,328239523,3212,70,12,234
2020-03-16,United States,328239523,4679,97,27,1467
2020-03-17,United States,328239523,6512,132,35,1833
2020-03-18,United States,328239523,9169,191,59,2657
2020-03-19,United States,328239523,13663,264,73,4494
2020-03-20,United States,328239523,20030,365,101,6367
2020-03-21,United States,328239523,26025,464,99,5995
2020-03-22,United States,328239523,34855,574,110,8830
2020-03-23,United States,328239523,46086,762,188,11231
2020-03-24,United States,328239523,56698,1003,241,10612
2020-03-25,United States,328239523,68773,1329,326,12075
2020-03-26,United States,328239523,86613,1741,412,17840
2020-03-27,United States,328239523,105293,2259,518,18680
2020-03-28,United States,328239523,124900,2892,633,19607
2020-03-29,United States,328239523,143779,3484,592,18879
2020-03-30,United States,328239523,165861,4180,696,22082
2020-03-31,United States,328239523,192177,5272,1092,26316
2020-04-01,United States,328239523,218060,6452,1180,25883
2020-04-02,United States,328239523,248447,7955,1503,30387
2020-04-03,United States,328239523,280417,9348,1393,31970
2020-04-04,United States,328239523,313432,10889,1541,33015
2020-04-05,United States,328239523,341629,12457,1568,28197
2020-04-06,United States,328239523,371802,14233,1776,30173
2020-04-07,United States,328239523,403212,16803,2570,31410
2020-04-08,United States,328239523,435407,18957,2154,32195
2020-04-09,United States,328239523,469989,21176,2219,34582
2020-04-10,United States,328239523,503474,23403,2227,33485
2020-04-11,United States,328239523,532782,25527,2124,29308
