date,country,population,confirmed,deaths,deaths.day,confirmed.day
2020-04-12,United States,328239523,559709,27342,1815,26927
2020-04-13,United States,328239523,585518,29280,1938,25809
2020-04-14,United States,328239523,614082,31734,2454,28564
2020-04-15,United States,328239523,644247,34337,2603,30165
2020-04-16,United States,328239523,675648,36506,2169,31401
2020-04-17,United States,328239523,708317,38599,2093,32669
2020-04-18,United States,328239523,736244,40568,1969,27927
2020-04-19,United States,328239523,761933,42499,1931,25689
2020-04-20,United States,328239523,790353,44679,2180,28420
2020-04-21,United States,328239523,816413,47221,2542,26060
2020-04-22,United States,328239523,845727,49659,2438,29314
2020-04-23,United States,328239523,878911,52125,2466,33184
2020-04-24,United States,328239523,912662,54285,2160,33751
2020-04-25,United States,328239523,944234,55988,1703,31572
2020-04-26,United States,328239523,971078,57322,1334,26844
2020-04-27,United States,328239523,994265,58787,1465,23187
2020-04-28,United States,328239523,1018926,61028,2241,24661
2020-04-29,United States,328239523,1046737,63555,2527,27811
2020-04-30,United States,328239523,1076224,65971,2416,29487
2020-05-01,United States,328239523,1110464,67848,1877,34240
2020-05-02,United States,328239523,1138228,69535,1687,27764
2020-05-03,United States,328239523,1162685,70638,1103,24457
2020-05-04,United States,328239523,1186067,71956,1318,23382
2020-05-05,United States,328239523,1210577,74255,2299,24510
2020-05-06,United States,328239523,1235666,76599,2344,25089
2020-05-07,United States,328239523,1263402,78523,1924,27736
2020-05-08,United States,328239523,1290151,80275,1752,26749
2020-05-09,United States,328239523,1315099,81817,1542,24948
2020-05-10,United States,328239523,1333970,82717,900,18871
2020-05-11,United States,328239523,1353397,83719,1002,19427
2020-05-12,United States,328239523,1376122,85333,1614,22725
2020-05-13,United States,328239523,1397085,87082,1749,20963
2020-05-14,United States,328239523,1424243,88856,1774,27158
2020-05-15,United States,328239523,1449498,90520,1664,25255
2020-05-16,United States,328239523,1473514,91792,1272,24016
2020-05-17,United States,328239523,1491829,92547,755,18315
2020-05-18,United States,328239523,1513816,93714,1167,21987
2020-05-19,United States,328239523,1534871,95240,1526,21055
2020-05-20,United States,328239523,1557933,96758,1518,23062
2020-05-21,United States,328239523,1583798,97969,1211,25865
2020-05-22,United States,328239523,1607109,99214,1245,23311
2020-05-23,United States,328239523,1628212,100348,1134,21103
2020-05-24,United States,328239523,1648158,100964,616,19946
2020-05-25,United States,328239523,1666505,101521,557,18347
2020-05-26,United States,328239523,1685956,102185,664,19451
2020-05-27,United States,328239523,1704489,103693,1508,18533
2020-05-28,United States,328239523,1727357,104876,1183,22868
2020-05-29,United States,328239523,1751612,106031,1155,24255
2020-05-30,United States,328239523,1775428,106985,954,23816
2020-05-31,United States,328239523,1794465,107674,689,19037
2020-06-01,United States,328239523,1811393,108451,777,16928
2020-06-02,United States,328239523,1832782,109500,1049,21389
2020-06-03,United States,328239523,1852788,110494,994,20006
2020-06-04,United States,328239523,1874156,111499,1005,21368
2020-06-05,United States,328239523,1899505,112405,906,25349
2020-06-06,United States,328239523,1920910,113102,697,21405
2020-06-07,United States,328239523,1938572,113543,441,17662
2020-06-08,United States,328239523,1956064,114040,497,17492
2020-06-09,United States,328239523,1974425,114970,930,18361
2020-06-10,United States,328239523,1995376,115869,899,20951
2020-06-11,United States,328239523,2018418,116723,854,23042
2020-06-12,United States,328239523,2043332,117543,820,24914
2020-06-13,United States,328239523,2068600,118316,773,25268
2020-06-14,United States,328239523,2087619,118629,313,19019
2020-06-15,United States,328239523,2107075,119012,383,19456
2020-06-16,United States,328239523,2130768,119833,821,23693
2020-06-17,United States,328239523,2157267,120564,731,26499
2020-06-18,United States,328239523,2185134,121272,708,27867
2020-06-19,United States,328239523,2216115,121934,662,30981
2020-06-20,United States,328239523,2248032,122540,606,31917
2020-06-21,United States,328239523,2274000,122833,293,25968
2020-06-22,United States,328239523,2304676,123217,384,30676
2020-06-23,United States,328239523,2340884,124059,842,36208
2020-06-24,United States,328239523,2375310,124815,756,34426
2020-06-25,United States,328239523,2415666,125360,545,40356
2020-06-26,United States,328239523,2461019,125981,621,45353
2020-06-27,United States,328239523,2502378,126483,502,41359
2020-06-28,United States,328239523,2542787,126761,278,40409
2020-06-29,United States,328239523,2582844,127139,378,40057
2020-06-30,United States,328239523,2628824,127787,648,45980
2020-07-01,United States,328239523,2680312,128479,692,51488
2020-07-02,United States,328239523,2735900,129199,720,55588
2020-07-03,United States,328239523,2787741,129858,659,51841
2020-07-04,United States,328239523,2833290,130127,269,45549
2020-07-05,United States,328239523,2882870,130416,289,49580
2020-07-06,United States,328239523,2927032,130777,361,44162
2020-07-07,United States,328239523,2987787,131984,1207,60755
2020-07-08,United States,328239523,3047527,132847,863,59740
2020-07-09,United States,328239523,3110094,133845,998,62567
2020-07-10,United States,328239523,3177953,134666,821,67859
2020-07-11,United States,328239523,3237989,135359,693,60036
2020-07-12,United States,328239523,3297074,135820,461,59085
2020-07-13,United States,328239523,3355869,136188,368,58795
2020-07-14,United States,328239523,3423296,137108,920,67427
2020-07-15,United States,328239523,3490931,138080,972,67635
2020-07-16,United States,328239523,3568033,139030,950,77102
2020-07-17,United States,328239523,3639705,139963,933,71672
2020-07-18,United States,328239523,3702174,140825,862,62469
2020-07-19,United States,328239523,3762890,141278,453,60716
2020-07-20,United States,328239523,3824368,141802,524,61478
2020-07-21,United States,328239523,3888599,142903,1101,64231
2020-07-22,United States,328239523,3960522,144123,1220,71923
2020-07-23,United States,328239523,4029038,145215,1092,68516
2020-07-24,United States,328239523,4102241,146345,1130,73203
2020-07-25,United States,328239523,4167616,147233,888,65375
2020-07-26,United States,328239523,4222480,147716,483,54864
2020-07-27,United States,328239523,4278427,148835,1119,55947
2020-07-28,United States,328239523,4344212,150204,1369,65785
2020-07-29,United States,328239523,4416044,151635,1431,71832
2020-07-30,United States,328239523,4483643,152851,1216,67599
2020-07-31,United States,328239523,4551554,154093,1242,67911
2020-08-01,United States,328239523,4609390,155202,1109,57836
2020-08-02,United States,328239523,4655662,155613,411,46272
2020-08-03,United States,328239523,4700229,156152,539,44567
2020-08-04,United States,328239523,4757512,157526,1374,57283
2020-08-05,United States,328239523,4811945,158902,1376,54433
2020-08-06,United States,328239523,4871426,160150,1248,59481
2020-08-07,United States,328239523,4929748,161388,1238,58322
2020-08-08,United States,328239523,4984196,162470,1082,54448
2020-08-09,United States,328239523,5030566,162986,516,46370
2020-08-10,United States,328239523,5079299,163513,527,48733
2020-08-11,United States,328239523,5126224,164581,1068,46925
2020-08-12,United States,328239523,5183020,166087,1506,56796
2020-08-13,United States,328239523,5234762,167151,1064,51742
2020-08-14,United States,328239523,5299526,168494,1343,64764
2020-08-15,United States,328239523,5346302,169524,1030,46776
2020-08-16,United States,328239523,5387483,170099,575,41181
2020-08-17,United States,328239523,5424000,170545,446,36517
2020-08-18,United States,328239523,5469037,171876,1331,45037
2020-08-19,United States,328239523,5516408,173207,1331,47371
2020-08-20,United States,328239523,5560495,174285,1078,44087
2020-08-21,United States,328239523,5608748,175396,1111,48253
2020-08-22,United States,328239523,5652401,176380,984,43653
2020-08-23,United States,328239523,5686858,176835,455,34457
2020-08-24,United States,328239523,5723343,177279,444,36485
2020-08-25,United States,328239523,5763322,178509,1230,39979
2020-08-26,United States,328239523,5808842,179737,1228,45520
2020-08-27,United States,328239523,5853962,180841,1104,45120
2020-08-28,United States,328239523,5900891,181813,972,46929
2020-08-29,United States,328239523,5946245,182777,964,45354
2020-08-30,United States,328239523,5981032,183089,312,34787
2020-08-31,United States,328239523,6016230,183684,595,35198
2020-09-01,United States,328239523,6057907,184749,1065,41677
2020-09-02,United States,328239523,6098858,185801,1052,40951
2020-09-03,United States,328239523,6142639,186868,1067,43781
2020-09-04,United States,328239523,6192768,187838,970,50129
2020-09-05,United States,328239523,6235908,188609,771,43140
2020-09-06,United States,328239523,6267419,189019,410,31511
2020-09-07,United States,328239523,6290964,189295,276,23545
2020-09-08,United States,328239523,6317861,189741,446,26897
2020-09-09,United States,328239523,6351756,190923,1182,33895
2020-09-10,United States,328239523,6387822,191830,907,36066
2020-09-11,United States,328239523,6435261,193043,1213,47439
2020-09-12,United States,328239523,6476236,193753,710,40975
2020-09-13,United States,328239523,6510541,194139,386,34305
2020-09-14,United States,328239523,6544411,194563,424,33870
2020-09-15,United States,328239523,6583796,195851,1288,39385
2020-09-16,United States,328239523,6622256,196838,987,38460
2020-09-17,United States,328239523,6667178,197704,866,44922
2020-09-18,United States,328239523,6715928,198634,930,48750
2020-09-19,United States,328239523,6758397,199349,715,42469
2020-09-20,United States,328239523,6796841,199590,241,38444
2020-09-21,United States,328239523,6848379,200015,425,51538
2020-09-22,United States,328239523,6887861,201038,1023,39482
2020-09-23,United States,328239523,6926442,202140,1102,38581
2020-09-24,United States,328239523,6972152,203057,917,45710
2020-09-25,United States,328239523,7020229,203996,939,48077
2020-09-26,United States,328239523,7064532,204742,746,44303
2020-09-27,United States,328239523,7101812,205024,282,37280
2020-09-28,United States,328239523,7134060,205345,321,32248
2020-09-29,United States,328239523,7176856,206257,912,42796
2020-09-30,United States,328239523,7218052,207199,942,41196
2020-10-01,United States,328239523,7263347,208050,851,45295
2020-10-02,United States,328239523,7317749,208978,928,54402
2020-10-03,United States,328239523,7366423,209657,679,48674
2020-10-04,United States,328239523,7402515,210006,349,36092
2020-10-05,United States,328239523,7441432,210468,462,38917
2020-10-06,United States,328239523,7485381,211170,702,43949
2020-10-07,United States,328239523,7536022,212100,930,50641
2020-10-08,United States,328239523,7594351,213064,964,58329
2020-10-09,United States,328239523,7650345,214029,965,55994
2020-10-10,United States,328239523,7704352,214656,627,54007
2020-10-11,United States,328239523,7750186,215078,422,45834
2020-10-12,United States,328239523,7790890,215415,337,40704
2020-10-13,United States,328239523,7843769,216212,797,52879
2020-10-14,United States,328239523,7903242,217213,1001,59473
2020-10-15,United States,328239523,7967600,218031,818,64358
2020-10-16,United States,328239523,8036049,218936,905,68449
2020-10-17,United States,328239523,8092924,219681,745,56875
2020-10-18,United States,328239523,8142220,220109,428,49296
2020-10-19,United States,328239523,8209226,220576,467,67006
2020-10-20,United States,328239523,8270314,221510,934,61088
2020-10-21,United States,328239523,8333340,222665,1155,63026
2020-10-22,United States,328239523,8408675,223515,850,75335
2020-10-23,United States,328239523,8489662,224466,951,80987
2020-10-24,United States,328239523,8572449,225402,936,82787
2020-10-25,United States,328239523,8634210,225780,378,61761
2020-10-26,United States,328239523,8700789,226272,492,66579
2020-10-27,United States,328239523,8776790,227240,968,76001
2020-10-28,United States,328239523,8855474,228247,1007,78684
2020-10-29,United States,328239523,8945642,229214,967,90168
2020-10-30,United States,328239523,9044161,230242,1028,98519
2020-10-31,United States,328239523,9133045,231127,885,88884
2020-11-01,United States,328239523,9208607,231535,408,75562
2020-11-02,United States,328239523,9292091,232067,532,83484
2020-11-03,United States,328239523,9416709,233638,1571,124618
2020-11-04,United States,328239523,9519582,234728,1090,102873
2020-11-05,United States,328239523,9645772,235878,1150,126190
2020-11-06,United States,328239523,9771480,237073,1195,125708
2020-11-07,United States,328239523,9899480,238081,1008,128000
2020-11-08,United States,328239523,10009386,238554,473,109906
2020-11-09,United States,328239523,10130752,239242,688,121366
2020-11-10,United States,328239523,10268446,240623,1381,137694
2020-11-11,United States,328239523,10411994,242036,1413,143548
2020-11-12,United States,328239523,10573242,243245,1209,161248
2020-11-13,United States,328239523,10750810,244403,1158,177568
2020-11-14,United States,328239523,10917519,245663,1260,166709
2020-11-15,United States,328239523,11053304,246290,627,135785
2020-11-16,United States,328239523,11211070,247024,734,157766
2020-11-17,United States,328239523,11371585,248716,1692,160515
2020-11-18,United States,328239523,11541986,250613,1897,170401
2020-11-19,United States,328239523,11729949,252600,1987,187963
2020-11-20,United States,328239523,11925959,254517,1917,196010
2020-11-21,United States,328239523,12104032,255946,1429,178073
